2010.1,0,0,7.245
2010.2,0,0,9.02
2010.3,0,0,9.03
2010.4,0,0,10.655
2011.1,0,0,12.025
2011.2,0,0,12.055
2011.3,0,0,13.195
2011.4,0,0,13.945
2012.1,0,0,15.49
2012.2,0,0,21.41
2012.3,0,0,21.25
2012.4,0,0,22.58
2013.1,0,0,17.68
2013.2,0,0,14.825
2013.3,0,0,15.33
2013.4,0,0,18.17
2014.1,0,0,18.82
2014.2,0,0,19.835
2014.3,0,0,24
2014.4,0,0,25.405
2015.1,0,0,28.08
2015.2,0,0,32.2
2015.3,0,0,31.52
2015.4,0,0,28.565
2016.1,10516,13443,24.78
2016.2,7796,10080,25.615
2016.3,9014,11132,24.865
2016.4,17891,23271,28.87
2017.1,11029,13119,29.65
2017.2,8717,10547,35.695
2017.3,10714,13091,37.05
2017.4,20065,26431,40.265
2018.1,13822,16002,43.095
2018.2,11519,12980,42.445
2018.3,14125,15629,47.42
2018.4,19965,23034,54.945
2019.1,11561,13242,38.875
2019.2,10044,11489,49.605
2019.3,13686,15477,52.47
2019.4,22236,25301,58.11
2020.1,11249,12899,77.575
2020.2,11253,12459,66.43
2020.3,12673,14680,97.78
2020.4,28755,33883,116.555
2021.1,0,0,135.735
2021.2,0,0,129.78
2021.3,0,0,0
2021.4,0,0,0

